sourceType,platformId,platformLabel,date,region,channel,sourceChannel,merchant,rawMerchant,brand,product,rawProduct,activityName,activityGmv,subsidy,orderId
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,拾惠客24H超市(绵阳御南街店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,6月嘉士伯超级品牌券39-10新供给,49.8,7.0,4000020335229766232
bill,taobao,淘宝闪购,2026-06-01,NX,惠宜选,仓店,惠宜选,拾惠客24H超市(盐池县文化街店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,69.0,10.0,4000120335144547927
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24h超市(徐州周昌店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,72.0,10.0,4000140335475060362
bill,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(景洪曼斗店),乐堡,乐堡啤酒495ml瓶装,乐堡啤酒495ml/瓶,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,25.0,5.0,4000190335747985964
bill,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(景洪曼斗店),乐堡,乐堡啤酒495ml瓶装,乐堡啤酒495ml/瓶,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,20.0,3.0,4000190335747985964
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,拾惠客24H超市(仁寿县景观大道店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,6.1-6.30品牌联盟29-6全渠道,15.0,2.51,4000240335517413056
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,拾惠客24H超市(仁寿县景观大道店),乌苏,红乌苏500ml大罐装3罐装,红乌苏啤酒500ml*3罐/箱,6.1-6.30品牌联盟29-6全渠道,21.5,3.49,4000240335517413056
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客超市(商丘虞城店),乐堡,乐堡小麦精酿1L,,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温15-2,15.9,2.0,4000270335676713654
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24h超市(马鞍山当涂店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,72.0,10.0,4000300335488724560
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24h超市(马鞍山当涂店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,72.0,10.0,4000300335488772785
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24h超市(马鞍山当涂店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,-72.0,-10.0,4000300335488772785
bill,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,酒小二(昭通民欣店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,【品牌联盟券】6月深夜小酒馆29-6,44.0,6.0,4000340335576587859
bill,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,酒小二(深圳园岭店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,【品牌联盟券】6月深夜小酒馆38-8,51.0,8.0,4000370335435912732
bill,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(新晃店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,68.0,10.0,4000480335143168614
bill,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(新晃店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,68.0,8.0,4000480335227017775
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(阜阳天瑞名城店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,74.0,8.0,4000696169262754388
bill,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,拾惠客24H超市(信丰沿江路店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,6.1-6.30品牌联盟39-8全渠道,8.5,1.65,4000706169029741238
bill,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,拾惠客24H超市(信丰沿江路店),乌苏,红乌苏500ml大罐装3罐装,红乌苏啤酒500ml*3罐/箱,6.1-6.30品牌联盟39-8全渠道,23.3,4.51,4000706169029741238
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(金开大道店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,69.9,10.0,4000706169155206726
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,厉臣省钱超市(随县文忠大道店),乌苏,乌苏新疆酒花精酿啤酒1L*1罐,,多品牌联盟券-全渠道满15减2,15.9,2.0,4000736169366217422
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,酒小二(德昌凤凰广场店),重庆啤酒,重庆88啤酒468ml瓶装12箱装,重庆88啤酒468ml瓶装12箱装,【品牌联盟券】6月深夜小酒馆38-8,49.0,8.0,4000746169225910901
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(紫云双城店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,68.0,10.0,4000806169029846539
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,惠宜选,仓店,惠宜选,拾惠客24H超市(重庆市脂山路店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,【品牌联盟券】6月深夜小酒馆38-8,42.5,8.0,4000806169306496716
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,厉臣便利店(青岛蓝鳌路店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,6月嘉士伯超级品牌券39-10新供给,45.9,7.0,4000806169337848400
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,厉臣便利店(青岛蓝鳌路店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,6月嘉士伯超级品牌券39-10新供给,-45.9,-7.0,4000806169337848400
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(火炬大道店),重庆啤酒,重庆33啤酒500ml大罐装12箱装,重庆33啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆29-6,39.9,6.0,4000856169277459051
bill,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,酒小二(合浦还珠店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,103.0,15.0,4000986169279639293
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,拾惠客24h超市(镇平平安大道店),乌苏,乌苏1986啤酒620ml瓶装,乌苏1986啤酒620ml瓶装,【品牌联盟券】6月深夜小酒馆29-6,32.0,6.0,4001000335480581729
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(六安海心沙店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满79-20,99.0,20.0,4001110335526111945
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(融创店),乌苏,乌苏新疆酒花精酿啤酒1L*1罐,,6月嘉士伯超级品牌券25-10超便,38.4,6.0,4001110335568590515
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,惠宜选超市(淮北万达店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml瓶装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,72.0,10.0,4001190335432487467
bill,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,拾惠客24H超市(庐山玉帘路店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,【品牌联盟券】6月深夜小酒馆29-6,31.6,6.0,4001240335580272376
bill,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,酒小二(深圳坂田店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,100.0,15.0,4001300335425157775
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(兴平南大街店),乌苏,乌苏新疆酒花精酿啤酒1L*6罐,,6月嘉士伯_满减券_NX闪电仓满19-10,31.0,10.0,4001370335371335404
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24H超市(滨湖万达店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,72.0,10.0,4001556169296521863
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24H超市(滨湖万达店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,-72.0,-10.0,4001556169296521863
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24H超市(滨海县滨海大道店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,64.8,10.0,4001596169258171925
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(合作腊子口西路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,69.0,10.0,4001636169285118505
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(新乡长垣店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,68.9,10.0,4001646169318622944
bill,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,酒小二(保山北城店),大理啤酒,大理V8啤酒470ml瓶装12箱装,大理V8啤酒470ml瓶装12箱装,6.1-6.30品牌联盟49-10全渠道,55.0,10.0,4001666169029568242
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,拾惠客24h超市(安阳林州3店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4001836169310145205
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(金家湾店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,69.9,10.0,4001906169319149126
bill,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(长沙泰禹店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,68.0,8.0,4001936169387885232
bill,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,酒小二(维西清水湾店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,55.0,8.0,4001986169342894805
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(上海来福士店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,嘉士伯_满减券_6月CIB加持品牌券满39-10,39.0,10.0,4002050335716624042
bill,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州神仙岭店),重庆啤酒,重庆88啤酒500ml大罐装12箱装,重庆88啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,47.0,8.0,4002080335719754424
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(高安安居店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,【品牌联盟券】6月深夜小酒馆69-15,72.0,15.0,4002130335456925231
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,酒小二(宁南康平店),重庆啤酒,重庆88啤酒468ml瓶装12箱装,重庆88啤酒468ml瓶装12箱装,【品牌联盟券】6月深夜小酒馆38-8,46.0,8.0,4002270335267586751
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(上海陆家嘴店),乌苏,乌苏白啤500ml大罐装12箱装,乌苏白啤500ml大罐装12箱装,嘉士伯_满减券_6月CIB加持品牌券满79-20,89.0,20.0,4002506169177331341
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,厉臣省钱超市(太和团结路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,72.0,10.0,4002716169339180626
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(合肥明发广场店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,圣农康面百饮嘉士伯6月59-15,44.0,8.13,4002726168996129484
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(合肥明发广场店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,圣农康面百饮嘉士伯6月59-15,47.0,6.87,4002726168996129484
bill,taobao,淘宝闪购,2026-06-01,XJ,惠宜选,仓店,惠宜选,拾惠客24h超市(乌鲁木齐龙河南路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,69.0,10.0,4002796169355619904
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(白城文化路店),乐堡,乐堡啤酒495ml瓶装,乐堡啤酒495ml/瓶,【品牌联盟券】6月深夜小酒馆29-6,40.8,6.0,4002796169377644178
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(白城文化路店),乐堡,乐堡啤酒495ml瓶装,乐堡啤酒495ml/瓶,【品牌联盟券】6月深夜小酒馆29-6,-40.8,-6.0,4002796169377644178
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(昌龙大道店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月CBC-重庆加持品牌券满79-20,139.8,20.0,4002816169013132899
bill,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,酒小二(河源旺源店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,100.0,15.0,4002876169386714768
bill,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(怀化龙城店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,105.0,20.0,4002886169311777416
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,酒小二(德阳龙泉店),K1664,1664桃红500ml罐装6罐装,乐堡 啤酒330ml*24,【品牌联盟券】6月深夜小酒馆69-15,71.0,15.0,4002966169294658095
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,共橙24小时超市(溧阳苏宁广场店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,64.8,8.0,4003020335433787917
bill,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,酒小二酒类专营店(佛山季华园路站),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,【品牌联盟券】6月深夜小酒馆69-15,85.0,15.0,4003030335459214870
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(聊城东昌府店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,【闪购仓】6月深夜小酒馆49-15,49.9,8.0,4003040335701749459
bill,taobao,淘宝闪购,2026-06-01,CIB华北,酒小二,酒类专营店,酒小二,酒小二(聊城银座店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满39-10,48.0,10.0,4003040335743917695
bill,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,拾惠客24H超市(修水县龙井路店),乌苏,乌苏1986啤酒620ml瓶装,乌苏1986啤酒620ml瓶装,6.1-6.30品牌联盟59-12全渠道,60.2,12.0,4003100335256635956
bill,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,拾惠客24H超市(修水县龙井路店),乌苏,乌苏1986啤酒620ml瓶装,乌苏1986啤酒620ml瓶装,6.1-6.30品牌联盟59-12全渠道,60.2,12.0,4003100335256661563
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(当阳环城东路店),乌苏,乌苏新疆酒花精酿啤酒1L*6罐,,6月嘉士伯超级品牌券25-10新供给,31.8,6.0,4003110335499459326
bill,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,永辉超市(曹路恒越店),K1664,1664桃红500ml罐装3罐装,1664 桃红啤酒500ml*3多罐装,嘉士伯_满减券_6月品牌加持满79-20全渠道,107.6,20.0,4003460335680861794
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(杭州西溪乐天城店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满79-20,109.0,20.0,4003480335415109357
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(杭州振宁店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,【品牌联盟券】6月深夜小酒馆38-8,48.0,8.0,4003490335592229537
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二酒类专营店(贵阳小河转盘路站),重庆啤酒,重庆山城精品啤酒500ml罐装12箱装,重庆山城精品啤酒500ml罐装12箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,55.0,8.0,4003566169355705034
bill,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,酒小二(桂林万达店),K1664,1664白啤330ml瓶装24箱装,1664 白啤330ml瓶24箱装,【品牌联盟券】6月深夜小酒馆69-15,272.0,15.0,4003596169307130411
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(兴义海天名城店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,68.0,10.0,4003596169358296634
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(上海马陆店),乌苏,乌苏新疆酒花精酿啤酒1L*1罐,,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温15-2,34.0,2.0,4003766169321094880
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(上海马陆店),乌苏,乌苏新疆酒花精酿啤酒1L*1罐,,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温15-2,-34.0,-2.0,4003766169321094880
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(泉州万安店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满79-20,104.0,20.0,4003826169252757223
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,厉臣便利店(莱芜赢牟西大街店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,45.9,8.0,4003856169378726537
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,厉臣便利店(莱芜赢牟西大街店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,6月嘉士伯超级品牌券79-30新供给,91.8,15.0,4003856169395391156
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(嘉和广场店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,65.9,10.0,4003986169342123685
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(保康环城路店),K1664,1664桃红500ml罐装,1664桃红啤酒500ml/瓶,6月嘉士伯超级品牌券59-20新供给,63.6,12.0,4004110335712769589
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(巢湖耳街店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.0,10.0,4004160335516766914
bill,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,拾惠客24H超市(杭州勤丰路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,65.8,10.0,4004180335350664795
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(兴隆路店),重庆啤酒,重庆国宾啤酒330ml罐装12箱装,重庆国宾啤酒330ml罐装12箱装,【品牌联盟券】6月深夜小酒馆29-6,39.9,6.0,4004230335707794063
bill,taobao,淘宝闪购,2026-06-01,NX,惠宜选,仓店,惠宜选,拾惠客24H超市(青铜峡利民东路店),西夏啤酒,西夏X5啤酒500ml大罐装,西夏X5啤酒500ml大罐装,【品牌联盟券】6月深夜小酒馆29-6,29.5,5.17,4004340335312988889
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,共橙24小时超市(周口沈丘店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,【品牌联盟券】6月深夜小酒馆29-6,42.5,6.0,4004410335745969687
bill,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,酒小二(广州珠村店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,6.1-6.30品牌联盟88-20全渠道,100.0,20.0,4004420335379839550
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(六安云路街店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,74.0,10.0,4004450335667785360
bill,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,惠宜选超市(盐城滨海店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,72.0,10.0,4004526169112190679
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,酒小二酒类专营店(成都大丰路店),K1664,1664桃红500ml罐装12箱装,法式1664啤酒桃红玫瑰覆盆子果香味小麦风味500ml*12果酒整箱,嘉士伯_满减券_6月品牌加持满79-20全渠道,149.0,20.0,4004586169235344944
bill,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,酒小二(杭州艮园店),乌苏,乌苏新疆酒花精酿啤酒1L*6罐,,嘉士伯_满减券_6月CIB加持品牌券满79-20,87.0,20.0,4004586169293571794
bill,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,酒小二(宜宾东区店),重庆啤酒,重庆88啤酒500ml大罐装12箱装,重庆88啤酒500ml大罐装12箱装,圣农康面百饮嘉士伯6月59-15,63.0,15.0,4004586169386188506
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(昌龙大道店),乌苏,乌苏新疆酒花精酿啤酒1L*1罐,,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温15-2,25.6,2.0,4004666169208767039
bill,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,酒小二(昆明虹桥店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,76.0,10.0,4004756169367562802
bill,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(保定市红阳大街店),乌苏,红乌苏330ml小罐装,WUSU乌苏小罐啤酒330ml/罐,【品牌联盟券】6月深夜小酒馆29-6,33.0,6.0,4004776169349778098
bill,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(昌龙大道店),重庆啤酒,重庆33啤酒500ml大罐装12箱装,重庆33啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆29-6,39.9,6.0,4004816169003842104
bill,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24h超市(渭南韩城店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml瓶装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道,63.9,10.0,4005020335481790976
bill,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(怀化迎丰店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,73.0,8.0,4005060335435514563
