sourceType,platformId,platformLabel,date,region,channel,sourceChannel,merchant,rawMerchant,brand,product,rawProduct,activityName,activityGmv,subsidy,orderId
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(深圳白石洲店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,6月嘉士伯超级品牌券79-30新供给,100.0,15.0,4047566170317649433
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,惠宜选,仓店,惠宜选,拾惠客24H超市(合江县长江路店),重庆啤酒,重庆33啤酒500ml大罐装四川版12箱装,重庆33啤酒500ml大罐装四川版12箱装,【品牌联盟券】6月深夜小酒馆38-8,49.0,8.0,4047596170446710285
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(海口西海岸店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,74.0,10.0,4047646170358063754
bill,taobao,淘宝闪购,2026-06-04,YN,惠宜选,仓店,惠宜选,拾惠客24H超市(大理满江路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,69.0,10.0,4047816170399000238
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(惠来南环一路店),K1664,1664白啤330ml瓶装24箱装,1664 白啤330ml瓶24箱装,6月嘉士伯超级品牌券99-35新供给,261.0,20.0,4047856170477163228
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(保山城南店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,60.0,10.0,4047906170440411761
bill,taobao,淘宝闪购,2026-06-04,CIB华北,惠宜选,仓店,惠宜选,共橙24小时超市(辽阳白塔店),乐堡,乐堡啤酒495ml瓶装,乐堡啤酒495ml/瓶,嘉士伯_满减券_6月品牌加持满59-10全渠道,6.8,1.11,4048120336540782137
bill,taobao,淘宝闪购,2026-06-04,CIB华北,惠宜选,仓店,惠宜选,共橙24小时超市(辽阳白塔店),乐堡,乐堡啤酒495ml瓶装,乐堡啤酒495ml/瓶,嘉士伯_满减券_6月品牌加持满59-10全渠道,54.4,8.89,4048120336540782137
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(贵阳甜蜜小镇店),重庆啤酒,重庆山城精品啤酒500ml罐装12箱装,重庆山城精品啤酒500ml罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,55.0,8.0,4048130336611615408
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(嵩明大学城店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,58.0,10.0,4048140336729781928
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(杭州农都城店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,圣农康面百饮嘉士伯6月59-15,47.0,10.07,4048290336465649241
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(杭州农都城店),乌苏,乌苏啤酒天山原酿500ml罐,,圣农康面百饮嘉士伯6月59-15,27.0,4.93,4048290336465649241
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24h超市(经二路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,63.9,8.0,4048360336537474656
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(温州梧田老街店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,嘉士伯_满减券_6月CIB加持品牌券满39-10,66.0,10.0,4048400336836022822
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(贵阳河滨公园店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,111.0,20.0,4048470336481905164
bill,taobao,淘宝闪购,2026-06-04,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客超市(南京景明北大街店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,【品牌联盟券】6月深夜小酒馆38-8,49.8,8.0,4048480336608419475
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(莆田涵江店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,94.0,8.0,4048516170032758358
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(莆田涵江店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,-94.0,-8.0,4048516170032758358
bill,taobao,淘宝闪购,2026-06-04,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(开封文化路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4048526170408053488
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(武汉天汇龙城店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,105.0,20.0,4048546170453261023
bill,taobao,淘宝闪购,2026-06-04,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(合肥望江店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,【品牌联盟券】6月深夜小酒馆69-15,84.0,15.0,4048626170268153358
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,酒小二,酒类专营店,酒小二,酒小二酒类专营店(重庆大渡口路店),重庆啤酒,重庆国宾啤酒500ml罐装6罐装12箱装,重庆国宾啤酒500ml罐装6罐装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,58.0,10.0,4048656170145285814
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(常德三闾店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,【品牌联盟券】6月深夜小酒馆29-6,40.0,6.0,4048726170360229521
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(临沧扎路营店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,55.0,10.0,4048826170495906353
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(贵阳金珠店),重庆啤酒,重庆山城精品啤酒500ml罐装12箱装,重庆山城精品啤酒500ml罐装12箱装,嘉士伯_满减券_6月华中加持品牌券满79-20,110.0,20.0,4048876170424738511
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(丹寨中央名府店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,100.0,20.0,4048886170333365989
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(碧祥店),重庆啤酒,重庆33啤酒330ml小罐装6罐装,重庆33啤酒330ml小罐装6罐装,圣农康面百饮嘉士伯6月59-15,71.4,15.0,4048896170292307678
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(桃源店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,【品牌联盟券】6月深夜小酒馆69-15,74.0,15.0,4048916170444040954
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(宁波鄞州公园店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,嘉士伯_满减券_6月CIB加持品牌券满39-10,66.0,10.0,4048926170445414122
bill,taobao,淘宝闪购,2026-06-04,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(新郑祥和路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4048926170476478012
bill,taobao,淘宝闪购,2026-06-04,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(新乡长垣店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4048956170412188282
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(惠安文苑店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满79-20,100.0,20.0,4049040336850883247
bill,taobao,淘宝闪购,2026-06-04,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(徐州汉府雅园店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满79-20,95.0,20.0,4049050336557713134
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(黄平新州店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,68.0,8.0,4049060336315593378
bill,taobao,淘宝闪购,2026-06-04,CIB东南,惠宜选,仓店,惠宜选,拾惠客24H超市(磐安海螺街店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,【闪购仓】6月深夜小酒馆49-15,49.9,7.44,4049100336578568794
bill,taobao,淘宝闪购,2026-06-04,CBC-SC,酒小二,酒类专营店,酒小二,酒小二(成都春熙路店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,79.0,10.0,4049180336477048514
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州桐木井店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,【品牌联盟券】6月深夜小酒馆69-15,73.0,15.0,4049210336453485237
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州桐木井店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,73.0,10.0,4049210336629578474
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州桐木井店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,【品牌联盟券】6月深夜小酒馆69-15,73.0,15.0,4049210336772350647
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,酒小二,酒类专营店,酒小二,酒小二(富顺店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,54.0,8.0,4049240336809439839
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(贵阳漓江花园店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,85.0,8.0,4049280336544578126
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(平塘金盆街道店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,103.0,20.0,4049280336661979696
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(中方店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,73.0,8.0,4049320336647691952
bill,taobao,淘宝闪购,2026-06-04,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(嵩县白云大道店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4049460336540768796
bill,taobao,淘宝闪购,2026-06-04,CIB东南,永辉,连锁超市,永辉超市,永辉超市(福清福融店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,6月嘉士伯超级品牌券39-10超便,43.9,7.0,4049470336259585625
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,惠宜选,仓店,惠宜选,厉臣省钱超市(宝鸡雍辉路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,63.9,8.0,4049536170430459529
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,惠宜选,仓店,惠宜选,厉臣省钱超市(宝鸡雍辉路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,63.9,8.0,4049536170447182511
bill,taobao,淘宝闪购,2026-06-04,YN,惠宜选,仓店,惠宜选,拾惠客24H超市(会泽县龙潭街店),风花雪月,风花雪月柠檬味500ml罐装,风花雪月柠檬味500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,31.6,6.52,4049556170383781623
bill,taobao,淘宝闪购,2026-06-04,YN,惠宜选,仓店,惠宜选,拾惠客24H超市(会泽县龙潭街店),风花雪月,风花雪月柠檬味500ml罐装,风花雪月柠檬味500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,7.9,1.48,4049556170383781623
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(华福大道店),重庆啤酒,重庆33啤酒500ml大罐装12箱装,重庆33啤酒500ml大罐装12箱装,圣农康面百饮嘉士伯6月59-15,79.8,15.0,4049616170330287653
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(习水建材城店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,74.0,8.0,4049686170395043330
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(孟连店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,116.0,10.0,4049756170451594996
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,永辉,连锁超市,永辉超市,永辉超市(重庆涪陵宝龙店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,62.9,10.0,4049776170142852691
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(常德大湖店),重庆啤酒,重庆88啤酒468ml瓶装12箱装,重庆88啤酒468ml瓶装12箱装,嘉士伯_满减券_6月华中加持品牌券满79-20,96.0,20.0,4049816170396956383
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,酒小二,酒类专营店,酒小二,酒小二(重庆大竹林店),重庆啤酒,重庆纯生500ml罐装12箱装,重庆纯生500ml罐装12箱装,嘉士伯_满减券_6月CBC-重庆加持品牌券满79-20,88.0,20.0,4049896170027484787
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(大理蓝果城店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,53.0,10.0,4049906170254915273
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(大理蓝果城店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,53.0,8.0,4049906170355642058
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(泸水新城店),大理啤酒,大理V8啤酒345ml瓶装24箱装,大理V8啤酒345ml瓶装24箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,70.0,10.0,4049916170331374080
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(泸水新城店),大理啤酒,大理V8啤酒345ml瓶装24箱装,大理V8啤酒345ml瓶装24箱装,【品牌联盟券】6月深夜小酒馆38-8,70.0,8.0,4049916170432111241
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(海口府城店),K1664,1664桃红500ml罐装6罐装,乐堡 啤酒330ml*24,【品牌联盟券】6月深夜小酒馆69-15,74.0,15.0,4049976170360894196
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(三穗店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,76.0,8.0,4049986170345978390
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(天门蓝宝店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,73.0,15.0,4050020336515704508
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(西安尚勤门店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,89.8,20.0,4050060336267189788
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(西安恒天店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,89.8,20.0,4050140336559412860
bill,taobao,淘宝闪购,2026-06-04,CIB东南,惠宜选,仓店,惠宜选,共橙24H超市(厦门滨海西大道店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,77.0,10.0,4050330336452405843
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(开平长沙店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,6月嘉士伯超级品牌券79-30新供给,85.0,15.0,4050360336663549685
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(贵溪市政店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,99.0,10.0,4050420336552371727
bill,taobao,淘宝闪购,2026-06-04,CBC-SC,惠宜选,仓店,惠宜选,拾惠客24H超市(峨眉山秀川路店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,72.9,10.0,4050480336641282786
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(佛山朝安店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,6月嘉士伯超级品牌券79-30新供给,100.0,15.0,4050516170290766351
bill,taobao,淘宝闪购,2026-06-04,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24H超市(昆山富春江路店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,6月嘉士伯超级品牌券39-10新供给,49.8,7.0,4050536170142203471
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(砚山文化巷店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,53.0,10.0,4050566170296135313
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(昆明虹桥店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,76.0,8.0,4050616170476501634
bill,taobao,淘宝闪购,2026-06-04,CIB东南,惠宜选,仓店,惠宜选,拾惠客24小时超市(金华金义宝龙店),乌苏,红乌苏275ml瓶装,红乌苏275ml瓶装,6月嘉士伯超级品牌券79-30新供给,95.8,15.0,4050706170332932807
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,酒小二,酒类专营店,酒小二,酒小二(南充中虹国际店),重庆啤酒,重庆啤酒1958醇麦500ml罐装12箱装,重庆啤酒1958醇麦500ml罐装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,63.0,10.0,4050706170459245162
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(德安五小店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,99.0,10.0,4050796170417035857
bill,taobao,淘宝闪购,2026-06-04,CIB苏皖,惠宜选,仓店,惠宜选,惠宜选超市(滁州全椒店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,嘉士伯_满减券_6月CIB加持品牌券满39-10,49.8,10.0,4050806170098597517
bill,taobao,淘宝闪购,2026-06-04,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(施秉步行街店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,76.0,8.0,4050806170451283522
bill,taobao,淘宝闪购,2026-06-04,CIB东南,惠宜选,仓店,惠宜选,拾惠客24h超市(余姚店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,65.8,10.0,4050866170372229836
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(金华驿头店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,69.9,10.0,4050916170292659793
bill,taobao,淘宝闪购,2026-06-04,CIB东南,惠宜选,仓店,惠宜选,共橙24小时超市(宁波象山店),乌苏,红乌苏275ml瓶装,红乌苏275ml瓶装,6月嘉士伯超级品牌券79-30新供给,95.8,15.0,4050986170474833476
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,酒小二,酒类专营店,酒小二,酒小二(遂宁介福东路店),K1664,1664白啤330ml瓶装6瓶装,1664白啤酒330ml/瓶,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,75.0,10.0,4051000336846379525
bill,taobao,淘宝闪购,2026-06-04,CIB东南,酒小二,酒类专营店,酒小二,酒小二(南昌财满街路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,99.0,10.0,4051010336503593511
bill,taobao,淘宝闪购,2026-06-04,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州神仙岭店),重庆啤酒,重庆88啤酒500ml大罐装12箱装,重庆88啤酒500ml大罐装12箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,47.0,8.0,4051200336795727475
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(惠州惠东平山店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,6月嘉士伯超级品牌券79-30新供给,85.0,15.0,4051290336627707568
bill,taobao,淘宝闪购,2026-06-04,NX,惠宜选,仓店,惠宜选,拾惠客24H超市(海原县政府东街店),西夏啤酒,西夏X5啤酒500ml大罐装,西夏X5啤酒500ml大罐装,【品牌联盟券】6月深夜小酒馆29-6,35.4,6.0,4051300336476532272
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(泸水江东店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,55.0,10.0,4051310336496085744
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(南宁凤凰城店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,90.0,15.0,4051320336613424751
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(楚雄茶花店),大理啤酒,大理V8啤酒470ml瓶装12箱装,大理V8啤酒470ml瓶装12箱装,海天×嘉士伯×舒客×女护×妙可蓝多×伊利低温39-8,53.0,8.0,4051350336264507054
bill,taobao,淘宝闪购,2026-06-04,CBC-CQ,永辉,连锁超市,永辉超市,永辉超市(垫江昆翔明悦天街店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,62.9,10.0,4051410336462893694
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(琼海爱华店),K1664,1664白啤330ml瓶装6瓶装,1664白啤酒330ml/瓶,圣农康面百饮嘉士伯6月59-15,69.0,15.0,4051420336605532864
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(琼海爱华店),K1664,1664白啤330ml瓶装6瓶装,1664白啤酒330ml/瓶,【品牌联盟券】6月深夜小酒馆69-15,69.0,15.0,4051420336789916358
bill,taobao,淘宝闪购,2026-06-04,CIB华南,酒小二,酒类专营店,酒小二,酒小二(琼海爱华店),K1664,1664白啤330ml瓶装6瓶装,1664白啤酒330ml/瓶,【品牌联盟券】6月深夜小酒馆69-15,69.0,15.0,4051420336790050406
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(保山城南店),风花雪月,风花雪月柠檬味500ml罐装12罐装,风花雪月柠檬味500ml罐装12罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,74.0,10.0,4051450336659188323
bill,taobao,淘宝闪购,2026-06-04,CIB华北,惠宜选,仓店,惠宜选,惠宜选MAX超市(天津长江道店),乌苏,红乌苏620ml大瓶装,红乌苏啤酒620ml/瓶,【品牌联盟券】6月深夜小酒馆29-6,38.4,6.0,4051716170385221171
bill,taobao,淘宝闪购,2026-06-04,YN,酒小二,酒类专营店,酒小二,酒小二(石屏屏阳路店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,67.0,10.0,4051746170298732098
bill,taobao,淘宝闪购,2026-06-04,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24h超市(阜阳界首店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4051776170468702939
